qid,rid,match
Q27303,R002315,1
Q14207,R751342,0
Q18577,R159804,1
Q24223,R072606,0
Q30228,R005256,1
Q11402,R816535,1
Q01590,R255121,0
Q29215,R004237,1
Q23441,R571357,0
Q02214,R213708,0
Q26746,R001755,1
Q12284,R165892,0
Q26434,R001442,1
Q09932,R723040,0
Q13401,R115008,1
Q23145,R886342,0
Q30420,R005449,1
Q20200,R705963,0
Q29117,R004139,1
Q09260,R319426,0
Q20439,R805412,0
Q25371,R000374,1
Q12408,R376695,1
Q22506,R790636,0
Q01662,R284968,1
Q27013,R002022,1
Q01719,R445181,1
Q19551,R658332,0
Q21386,R151427,0
Q15485,R173710,0
Q02183,R117764,0
Q26387,R001395,1
Q11484,R846500,0
Q22396,R015798,0
Q06239,R616686,0
Q04307,R681369,1
Q18405,R302313,0
Q25710,R000714,1
Q09505,R212275,0
Q14753,R176403,0
Q27528,R002540,1
Q30114,R005142,1
Q12789,R680732,0
Q11868,R771136,0
Q16249,R684679,1
Q10622,R374380,1
Q25395,R000399,1
Q22383,R301751,0
Q09729,R912828,0
Q24755,R754237,0
Q01193,R551878,1
Q01467,R036921,1
Q29344,R004368,1
Q00975,R444866,0
Q07318,R248248,0
Q06870,R851736,1
Q07793,R384666,0
Q06254,R574051,0
Q26560,R001568,1
Q15822,R728774,1
Q20542,R472145,0
Q00530,R992226,0
Q01277,R149844,0
Q06100,R262682,1
Q15563,R448472,1
Q08301,R382674,0
Q22027,R694883,0
Q13524,R655051,0
Q13894,R231040,0
Q29527,R004552,1
Q18165,R108929,0
Q21508,R156032,0
Q16815,R346760,0
Q22072,R461674,0
Q13411,R192181,0
Q22675,R364380,1
Q15886,R847587,1
Q14568,R296757,1
Q11287,R939324,0
Q22876,R038806,0
Q11279,R348146,1
Q20233,R392016,0
Q02128,R082818,0
Q29974,R005001,1
Q29591,R004617,1
Q20378,R714108,1
Q07173,R908208,0
Q25319,R000322,1
Q29848,R004874,1
Q00305,R687577,0
Q20462,R962727,1
Q30301,R005330,1
Q27175,R002187,1
Q09217,R404073,0
Q02345,R086095,1
Q04729,R904836,1
Q14321,R061755,0
Q06234,R094783,0
Q09813,R904389,0
Q12588,R592227,0
Q14800,R496421,0
Q10519,R721792,0
Q30002,R005029,1
Q14217,R997111,1
Q25997,R001003,1
Q09574,R605451,1
Q14417,R746548,0
Q09572,R744536,0
Q23495,R248118,0
Q06178,R122892,0
Q20576,R377364,1
Q15133,R877370,0
Q12430,R377167,0
Q29483,R004508,1
Q29883,R004910,1
Q22386,R225857,0
Q20920,R039627,1
Q21348,R835941,0
Q18144,R941189,0
Q07598,R354400,0
Q29054,R004076,1
Q08073,R353623,0
Q30489,R005518,1
Q03991,R532560,0
Q27222,R002234,1
Q17931,R978235,0
Q14637,R515039,0
Q10659,R574525,0
Q03529,R928470,0
Q28781,R003801,1
Q02675,R227622,1
Q12110,R559329,0
Q11170,R017158,0
Q01854,R002815,1
Q19328,R862682,1
Q21537,R854061,0
Q26125,R001132,1
Q20726,R848010,0
Q25683,R000687,1
Q24316,R400974,1
Q10394,R401827,0
Q20175,R855650,0
Q12397,R795234,0
Q30016,R005043,1
Q26676,R001684,1
Q18406,R775524,1
Q27477,R002489,1
Q16368,R610019,1
Q24923,R077336,1
Q07478,R949479,0
Q24704,R162376,0
Q13154,R621987,1
Q07356,R869207,0
Q15411,R683792,0
Q25702,R000706,1
Q24315,R113477,0
Q28488,R003507,1
Q29739,R004765,1
Q22365,R536480,0
Q23787,R202964,0
Q08634,R881276,1
Q03965,R898647,1
Q23418,R683200,1
Q23941,R066520,0
Q04819,R277574,1
Q04118,R086637,1
Q13233,R268131,0
Q20250,R303390,0
Q10211,R005525,0
Q12742,R403105,1
Q07569,R552453,1
Q09734,R918506,0
Q16243,R743546,0
Q11443,R155837,0
Q14273,R076872,0
Q20234,R169225,0
Q03383,R095857,0
Q23811,R003484,0
Q17872,R346038,1
Q28435,R003453,1
Q02286,R496736,1
Q26007,R001013,1
Q18370,R995940,0
Q15052,R612998,1
Q22452,R591885,0
Q30558,R005588,1
Q21359,R731360,1
Q18151,R056705,0
Q13946,R353815,1
Q03120,R302353,0
Q10539,R871432,0
Q26510,R001518,1
Q12462,R841677,0
Q03451,R832166,1
Q29915,R004942,1
Q15696,R475207,0
Q25957,R000963,1
Q27638,R002650,1
Q28923,R003945,1
Q12585,R693654,1
Q21925,R946493,0
Q23815,R349471,0
Q17514,R087781,0
Q02387,R363306,0
Q27460,R002472,1
Q13456,R644591,1
Q23518,R653270,0
Q17015,R375703,0
Q04104,R100657,0
Q00136,R310225,0
Q07456,R447150,1
Q20020,R402535,0
Q00932,R828252,0
Q18954,R797016,1
Q16427,R212734,0
Q05535,R333210,0
Q29867,R004893,1
Q09276,R763492,0
Q18711,R219719,0
Q28633,R003652,1
Q18907,R995049,0
Q02556,R466361,0
Q04561,R400787,0
Q28159,R003177,1
Q15271,R518646,0
Q17868,R367735,0
Q26017,R001023,1
Q25429,R000433,1
Q03882,R252160,0
Q18411,R187132,1
Q25727,R000731,1
Q12486,R205081,1
Q03464,R746906,1
Q03167,R039843,0
Q26781,R001790,1
Q28449,R003467,1
Q08161,R634364,1
Q21377,R760095,0
Q29926,R004953,1
Q21957,R050497,0
Q12724,R745985,0
Q25010,R000010,1
Q26736,R001744,1
Q01358,R207426,1
Q14770,R809352,1
Q23996,R927839,1
Q03274,R441032,0
Q00414,R640135,0
Q30029,R005056,1
Q09230,R361724,1
Q08585,R976863,1
Q25759,R000763,1
Q12557,R592347,0
Q08939,R390528,0
Q10279,R036763,0
Q04875,R493981,0
Q12026,R329581,0
Q29244,R004266,1
Q06939,R983788,0
Q27055,R002064,1
Q17983,R258137,0
Q19624,R677154,0
Q27641,R002653,1
Q11347,R356289,1
Q08432,R262067,1
Q01583,R482809,0
Q10274,R753546,0
Q15469,R166473,0
Q05205,R178980,1
Q07073,R459202,0
Q21384,R984684,0
Q28518,R003537,1
Q06943,R805742,0
Q26047,R001053,1
Q29700,R004726,1
Q19778,R446978,0
Q04456,R424153,0
Q03695,R999773,1
Q24887,R078891,0
Q13141,R834236,1
Q04426,R919543,0
Q13804,R543312,1
Q30189,R005217,1
Q07176,R929649,0
Q22255,R311814,0
Q26082,R001089,1
Q15802,R821034,0
Q27609,R002621,1
Q29775,R004801,1
Q14843,R325132,0
Q04134,R661225,0
Q29718,R004744,1
Q23427,R753319,1
Q06898,R425507,0
Q29953,R004980,1
Q29925,R004952,1
Q15517,R753060,0
Q21876,R813245,1
Q02368,R391750,0
Q25531,R000535,1
Q09970,R047243,0
Q16425,R666393,0
Q13901,R267563,1
Q29425,R004449,1
Q20730,R884667,0
Q18307,R385661,0
Q29428,R004452,1
Q16728,R615673,1
Q25865,R000871,1
Q12319,R164457,1
Q19378,R994683,0
Q29127,R004149,1
Q27347,R002359,1
Q09855,R358557,0
Q28553,R003572,1
Q22455,R098449,0
Q05745,R866746,1
Q27216,R002228,1
Q21448,R190034,0
Q29951,R004978,1
Q03871,R529470,0
Q24860,R378635,0
Q13102,R296252,0
Q18137,R364095,1
Q06838,R410170,0
Q10950,R202382,1
Q27108,R002118,1
Q00214,R697938,1
Q26137,R001144,1
Q11712,R260455,0
Q15223,R654813,1
Q04241,R527353,0
Q01857,R187236,1
Q21772,R506908,1
Q12371,R112033,1
Q01863,R141015,0
Q19607,R720490,0
Q18644,R895908,0
Q16939,R417296,0
Q09692,R167732,0
Q20933,R274801,1
Q21343,R472722,1
Q28962,R003984,1
Q26061,R001067,1
Q30676,R005706,1
Q29511,R004536,1
Q24994,R462503,0
Q28659,R003678,1
Q25818,R000823,1
Q27711,R002725,1
Q18559,R624490,0
Q09302,R662713,1
Q21700,R749601,0
Q08059,R702350,0
Q26661,R001669,1
Q14481,R665019,0
Q00560,R172932,0
Q30633,R005663,1
Q12428,R355016,1
Q07828,R869943,0
Q20676,R842719,0
Q02071,R609949,0
Q20904,R825403,0
Q22739,R571538,0
Q02801,R158209,0
Q18867,R177416,0
Q27955,R002972,1
Q11827,R763985,0
Q21153,R890191,0
Q25397,R000401,1
Q21236,R742964,0
Q25204,R000207,1
Q27704,R002718,1
Q17806,R248587,0
Q12985,R023334,0
Q14277,R191414,1
Q16875,R382318,0
Q25714,R000718,1
Q21695,R365019,0
Q01913,R581075,1
Q21755,R853678,0
Q11885,R271241,1
Q12312,R856207,0
Q26340,R001347,1
Q15717,R140575,1
Q13577,R269691,1
Q05627,R716420,0
Q27524,R002536,1
Q28041,R003058,1
Q06627,R596962,0
Q05432,R403058,1
Q27851,R002866,1
Q18781,R314644,0
Q18879,R692669,0
Q11281,R732959,0
Q02134,R701945,0
Q25060,R000061,1
Q13116,R063800,1
Q07150,R856503,0
Q03424,R175477,1
Q26479,R001487,1
Q28024,R003041,1
Q30043,R005071,1
Q12994,R047833,1
Q01380,R007194,0
Q03092,R479215,0
Q21107,R196423,1
Q09490,R080269,0
Q27057,R002066,1
Q23079,R695111,0
Q27235,R002247,1
Q04590,R332094,0
Q22323,R109467,0
Q30053,R005081,1
Q24628,R566626,0
Q28081,R003098,1
Q08492,R716760,1
Q29606,R004632,1
Q23062,R181511,1
Q09092,R546641,1
Q00850,R099086,0
Q10883,R583853,0
Q21741,R023400,0
Q26871,R001880,1
Q30476,R005505,1
Q28787,R003807,1
Q18573,R514967,1
Q17361,R921977,1
Q08375,R868627,0
Q27361,R002373,1
Q17028,R425103,1
Q15627,R613205,1
Q09955,R407404,0
Q06342,R655009,0
Q02394,R752613,0
Q30409,R005438,1
Q18408,R491943,0
Q29752,R004778,1
Q18841,R513238,1
Q01121,R046044,0
Q03163,R662749,0
Q30221,R005249,1
Q29207,R004229,1
Q26735,R001743,1
Q28877,R003897,1
Q18173,R851272,1
Q14560,R575828,1
Q12024,R732943,0
Q30191,R005219,1
Q03559,R719625,0
Q29322,R004346,1
Q14211,R097094,0
Q13199,R635143,1
Q20887,R571307,1
Q01769,R010210,0
Q08333,R045173,1
Q02395,R887155,0
Q23953,R863309,0
Q03700,R935237,0
Q14494,R417458,1
Q27529,R002541,1
Q18916,R535002,0
Q16552,R087965,0
Q04763,R370481,1
Q30417,R005446,1
Q09881,R333841,1
Q21083,R054850,0
Q04439,R333481,0
Q26743,R001752,1
Q16830,R398541,0
Q28713,R003732,1
Q11492,R622910,1
Q02422,R140714,0
Q12652,R738360,1
Q15618,R529637,0
Q26596,R001604,1
Q16521,R247728,0
Q29656,R004682,1
Q12961,R570143,0
Q13063,R962670,0
Q19663,R985256,0
Q24866,R317835,0
Q12111,R199002,1
Q07080,R436431,0
Q04096,R882725,1
Q12169,R293451,0
Q24946,R585277,0
Q22447,R961948,1
Q02668,R704906,0
Q25082,R000084,1
Q05391,R033060,0
Q10443,R168656,0
Q22048,R800187,0
Q28542,R003561,1
Q02172,R149526,0
Q28606,R003625,1
Q04252,R932996,0
Q23057,R943244,0
Q04129,R294628,0
Q26819,R001828,1
Q05038,R198368,0
Q15454,R422891,0
Q30134,R005162,1
Q28010,R003027,1
Q15787,R789219,0
Q22514,R213058,1
Q00405,R076457,0
Q24891,R030723,0
Q11358,R118737,1
Q11289,R907044,1
Q06076,R974528,1
Q03324,R876008,0
Q30370,R005399,1
Q10927,R514857,1
Q07790,R700468,0
Q04674,R299708,1
Q11164,R321104,0
Q01514,R093899,0
Q04548,R544384,0
Q14302,R314985,0
Q03760,R207501,0
Q04886,R674770,0
Q07561,R458329,0
Q23881,R311097,1
Q24650,R067215,0
Q20316,R297692,1
Q29484,R004509,1
Q26774,R001783,1
Q10942,R920685,1
Q06047,R962438,1
Q08179,R782537,0
Q25750,R000754,1
Q04207,R696215,0
Q26869,R001878,1
Q02261,R581172,1
Q25740,R000744,1
Q29070,R004092,1
Q24430,R522799,0
Q19648,R784707,0
Q21021,R675952,0
Q13067,R461506,1
Q25901,R000907,1
Q26233,R001240,1
Q12735,R728254,0
Q26161,R001168,1
Q04543,R230145,0
Q23345,R067190,1
Q27078,R002087,1
Q24745,R156755,0
Q25706,R000710,1
Q15812,R062875,1
Q24607,R756080,0
Q16175,R554258,0
Q22613,R716650,0
Q06405,R466734,1
Q26400,R001408,1
Q19800,R415791,0
Q14602,R199921,0
Q29542,R004567,1
Q13514,R581419,0
Q23808,R189051,0
Q23031,R741156,0
Q22724,R403633,0
Q16804,R990489,1
Q04777,R634831,0
Q05959,R999681,0
Q28280,R003298,1
Q21524,R245388,0
Q22409,R265650,0
Q29009,R004031,1
Q27954,R002971,1
Q23757,R884850,0
Q18972,R050580,0
Q06122,R102711,0
Q16138,R042532,1
Q20579,R682353,0
Q00632,R420111,0
Q15518,R670478,1
Q21006,R867862,0
Q03401,R849705,1
Q10076,R899790,0
Q09577,R334051,1
Q09841,R582112,1
Q00388,R119752,1
Q02839,R692265,0
Q25430,R000434,1
Q04598,R933712,1
Q26913,R001922,1
Q21055,R774811,0
Q05863,R055363,0
Q21390,R734761,0
Q18454,R618848,0
Q25298,R000301,1
Q15741,R605609,0
Q22389,R712340,1
Q30300,R005329,1
Q04980,R735994,0
Q19919,R442285,1
Q23169,R635649,1
Q22432,R877986,0
Q23606,R741205,0
Q05093,R037691,0
Q07520,R261160,1
Q16211,R130855,1
Q20067,R186806,1
Q07947,R394444,0
Q15294,R285787,0
Q02740,R936519,1
Q17630,R768596,1
Q30041,R005069,1
Q25119,R000121,1
Q01501,R540646,1
Q17576,R803382,0
Q08346,R871694,0
Q27745,R002759,1
Q27642,R002654,1
Q01520,R125866,0
Q18182,R121925,1
Q05602,R369426,0
Q25873,R000879,1
Q04537,R519197,0
Q12151,R619055,1
Q08909,R456057,0
Q03572,R048860,1
Q27648,R002660,1
Q06649,R229489,0
Q09481,R823355,1
Q14027,R635757,1
Q25826,R000831,1
Q21425,R932233,0
Q27450,R002462,1
Q09375,R502195,1
Q06070,R758418,0
Q26684,R001692,1
Q00728,R742544,0
Q03536,R390709,0
Q20288,R970204,0
Q16476,R229123,0
Q21136,R607253,0
Q19770,R153606,0
Q08212,R694599,1
Q26146,R001153,1
Q13045,R607987,1
Q28383,R003401,1
Q08117,R756171,0
Q18854,R950964,1
Q28237,R003255,1
Q17546,R154289,0
Q27948,R002965,1
Q02056,R212597,0
Q29874,R004900,1
Q13035,R716314,0
Q04324,R530958,0
Q16922,R462290,0
Q02507,R098371,1
Q04171,R689723,1
Q20851,R887664,0
Q21207,R354249,1
Q23429,R248986,0
Q16950,R578623,0
Q05682,R523246,1
Q18538,R222732,0
Q23434,R086776,0
Q13320,R772843,0
Q11976,R685548,0
Q11182,R928051,0
Q19949,R817673,1
Q07970,R930995,0
Q20058,R566492,0
Q26316,R001323,1
Q18091,R133232,1
Q15846,R339461,0
Q22674,R854461,0
Q30463,R005492,1
Q25425,R000429,1
Q16621,R824743,0
Q00721,R523395,0
Q17861,R039876,0
Q11049,R700957,1
Q22134,R454804,0
Q17886,R296110,0
Q06142,R485777,0
Q11766,R750420,1
Q16145,R169049,1
Q16311,R678698,1
Q19655,R055285,1
Q29379,R004403,1
Q06190,R622674,0
Q03436,R279475,0
Q21602,R830583,0
Q25028,R000028,1
Q10268,R305192,0
Q15091,R183736,0
Q27463,R002475,1
Q26705,R001713,1
Q01309,R250920,0
Q24691,R702674,0
Q25551,R000555,1
Q05916,R075054,0
Q24684,R504017,0
Q02035,R588237,0
Q28816,R003836,1
Q03135,R598519,0
Q29899,R004926,1
Q16883,R356324,0
Q26360,R001368,1
Q14676,R508395,1
Q27559,R002571,1
Q27494,R002506,1
Q27844,R002859,1
Q01775,R247975,0
Q22595,R181065,0
Q06005,R794551,0
Q13000,R646213,0
Q26064,R001070,1
Q27283,R002295,1
Q13989,R118496,0
Q29064,R004086,1
Q04418,R381657,1
Q20244,R828749,0
Q17204,R563839,0
Q28454,R003472,1
Q02989,R638936,0
Q30480,R005509,1
Q01444,R405092,1
Q22456,R106985,0
Q24484,R378840,1
Q29310,R004334,1
Q21582,R330357,1
Q04391,R252060,0
Q05461,R561833,0
Q01047,R018246,0
Q23064,R133248,1
Q13970,R880240,0
Q08745,R742010,0
Q12193,R541800,1
Q12458,R029605,1
Q21662,R763437,0
Q15704,R554724,0
Q30481,R005510,1
Q26875,R001884,1
Q02682,R577763,0
Q17710,R829369,1
Q30575,R005605,1
Q18486,R963773,1
Q03098,R839742,0
Q14670,R247145,1
Q13795,R201135,0
Q01399,R692908,0
Q29015,R004037,1
Q05079,R721109,0
Q11183,R962563,1
Q13470,R029514,0
Q18547,R467647,0
Q21961,R050923,1
Q13024,R825415,0
Q07737,R386184,0
Q08180,R355210,0
Q29206,R004228,1
Q26464,R001472,1
Q20799,R661215,1
Q07943,R729322,1
Q19635,R056829,0
Q03514,R554655,0
Q14379,R012053,0
Q03330,R026468,0
Q00488,R385189,1
Q19013,R346959,1
Q25469,R000473,1
Q20265,R017948,0
Q27228,R002240,1
Q28393,R003411,1
Q28151,R003169,1
Q25284,R000287,1
Q15651,R464942,0
Q01294,R882141,0
Q20113,R894117,0
Q16431,R782998,0
Q07780,R776996,0
Q26189,R001196,1
Q02796,R257653,1
Q05196,R049245,0
Q05281,R653146,1
Q09244,R681685,0
Q25623,R000627,1
Q29416,R004440,1
Q23624,R788639,0
Q09871,R291684,0
Q04378,R418602,1
Q15499,R579982,1
Q25726,R000730,1
Q24050,R571889,0
Q19158,R941717,0
Q09743,R337439,1
Q30377,R005406,1
Q13151,R898304,0
Q14826,R950077,0
Q00815,R074463,1
Q22265,R082243,0
Q00269,R856281,0
Q27775,R002789,1
Q16248,R712782,0
Q22537,R847471,0
Q23006,R457832,0
Q09332,R050761,0
Q05466,R820388,0
Q06437,R484658,1
Q17831,R218267,1
Q26761,R001770,1
Q11278,R967847,1
Q28799,R003819,1
Q05206,R443051,0
Q01266,R611127,0
Q29773,R004799,1
Q19439,R835662,1
Q13383,R680538,1
Q01094,R026396,1
Q16584,R709010,0
Q26289,R001296,1
Q18554,R363251,0
Q27001,R002010,1
Q11961,R212039,1
Q19115,R951442,1
Q01479,R702954,0
Q26921,R001930,1
Q02346,R034887,0
Q13821,R644124,1
Q11413,R771942,0
Q09387,R291149,1
Q02144,R754408,1
Q19510,R402788,1
Q02676,R597717,0
Q28445,R003463,1
Q30372,R005401,1
Q21729,R582413,0
Q29406,R004430,1
Q17968,R741051,0
Q15808,R431333,0
Q14427,R428074,1
Q01573,R374983,1
Q01676,R125879,1
Q27506,R002518,1
Q08471,R547017,1
Q16227,R182899,1
Q26941,R001950,1
Q07319,R357503,1
Q23465,R298792,0
Q20329,R868422,0
Q28941,R003963,1
Q01821,R844827,1
Q09933,R525898,1
Q26566,R001574,1
Q03295,R266456,1
Q00630,R785610,0
Q18741,R749895,0
Q11969,R051052,0
Q07764,R320537,0
Q30551,R005581,1
Q10599,R250161,1
Q00073,R379825,1
Q19525,R300808,0
Q00058,R757586,1
Q03584,R528675,1
Q27683,R002697,1
Q18739,R216883,0
Q28028,R003045,1
Q14414,R239187,1
Q26552,R001560,1
Q30077,R005105,1
Q04599,R520886,0
Q24272,R923235,0
Q10345,R232244,0
Q09924,R531541,0
Q30298,R005327,1
Q17848,R157227,0
Q27650,R002662,1
Q30532,R005562,1
Q06782,R764829,0
Q20566,R375588,0
Q11224,R436826,0
Q21308,R984649,0
Q28523,R003542,1
Q20562,R952403,1
Q19941,R032270,0
Q00692,R887245,0
Q06378,R441992,1
Q08223,R212320,1
Q20226,R700200,0
Q04386,R777707,0
Q12316,R678118,0
Q21631,R133956,0
Q06337,R064174,1
Q23282,R580568,0
Q07529,R248739,0
Q28121,R003138,1
Q19349,R829038,1
Q25461,R000465,1
Q27481,R002493,1
Q27443,R002455,1
Q29354,R004378,1
Q02798,R109332,1
Q04634,R866277,0
Q04403,R167051,0
Q27185,R002197,1
Q29011,R004033,1
Q25644,R000648,1
Q22530,R173774,0
Q17423,R798204,0
Q06192,R519693,1
Q03160,R537340,1
Q04420,R822161,0
Q13737,R257352,0
Q09346,R599033,1
Q23902,R327597,0
Q29386,R004410,1
Q06935,R977308,0
Q11316,R455478,1
Q26615,R001623,1
Q04314,R781407,0
Q06942,R892697,0
Q05672,R425937,0
Q10818,R819961,0
Q00817,R679574,0
Q20096,R346076,0
Q09426,R507663,0
Q13528,R859691,0
Q09019,R060809,0
Q21163,R236113,0
Q03211,R348850,1
Q01906,R116808,0
Q11663,R492257,0
Q26681,R001689,1
Q29703,R004729,1
Q14535,R017992,0
Q12275,R084546,0
Q17778,R947159,0
Q09112,R370218,0
Q09979,R501836,0
Q27695,R002709,1
Q21849,R734024,1
Q27041,R002050,1
Q09531,R546361,0
Q10240,R301386,0
Q30667,R005697,1
Q29941,R004968,1
Q28239,R003257,1
Q09111,R532872,1
Q03431,R094089,1
Q27824,R002839,1
Q23785,R938852,0
Q27116,R002126,1
Q07992,R846072,0
Q30105,R005133,1
Q25774,R000778,1
Q26866,R001875,1
Q26807,R001816,1
Q08172,R769440,0
Q28227,R003245,1
Q15342,R821014,0
Q23106,R089020,0
Q28742,R003762,1
Q16327,R404867,0
Q16937,R621051,0
Q01580,R609682,1
Q20081,R717350,0
Q28101,R003118,1
Q23934,R480810,0
Q24845,R702970,0
Q16561,R326899,0
Q29798,R004824,1
Q28585,R003604,1
Q28111,R003128,1
Q20592,R309571,1
Q17211,R454328,0
Q20424,R627369,1
Q14058,R462979,1
Q20018,R302219,0
Q01553,R466379,0
Q06545,R289796,0
Q14993,R523920,0
Q14874,R451210,0
Q30047,R005075,1
Q09514,R010421,0
Q08319,R838851,0
Q05876,R067094,1
Q09412,R483567,1
Q02538,R286222,1
Q29279,R004302,1
Q11772,R811794,0
Q09439,R107997,0
Q20529,R028547,0
Q23830,R094814,0
Q20518,R486142,0
Q19541,R617105,1
Q26111,R001118,1
Q14589,R491352,0
Q12113,R833418,1
Q19181,R624173,1
Q21395,R210442,1
Q19146,R469956,0
Q16494,R056616,0
Q10802,R166095,0
Q07912,R802507,1
Q28251,R003269,1
Q15431,R088212,0
Q09584,R602554,0
Q28625,R003644,1
Q08221,R961492,0
Q23364,R999906,0
Q21090,R399150,0
Q30441,R005470,1
Q25083,R000085,1
Q06906,R641521,1
Q12757,R657698,1
Q15169,R775862,0
Q26241,R001248,1
Q13844,R099446,0
Q11884,R904476,0
Q10333,R059004,0
Q29408,R004432,1
Q25046,R000047,1
Q14106,R626806,0
Q07272,R831396,1
Q02140,R157498,0
Q24765,R238967,0
Q04464,R794014,0
Q21871,R702026,0
Q11458,R810859,1
Q06841,R538809,1
Q15027,R730897,1
Q27732,R002746,1
Q25025,R000025,1
Q22831,R950757,1
Q22236,R619832,0
Q10054,R680654,0
Q22519,R093565,0
Q09910,R576491,0
Q17759,R851679,0
Q14316,R024160,0
Q22665,R065404,0
Q15139,R670994,1
Q00379,R577523,0
Q07093,R290682,0
Q07913,R976717,0
Q29778,R004804,1
Q08628,R110074,0
Q28909,R003930,1
Q18688,R186291,0
Q27865,R002880,1
Q25468,R000472,1
Q19700,R454250,0
Q30523,R005553,1
Q15853,R207487,0
Q13613,R295836,0
Q14947,R095537,0
Q28289,R003307,1
Q12200,R321464,1
Q27402,R002414,1
Q19281,R146138,0
Q25389,R000392,1
Q12062,R603657,0
Q04003,R056133,0
Q01878,R874034,0
Q04493,R935999,0
Q21040,R344533,1
Q15213,R806790,0
Q11865,R064890,1
Q00057,R525627,0
Q30553,R005583,1
Q16383,R119697,0
Q26523,R001531,1
Q22816,R376774,0
Q14946,R623796,1
Q03052,R935479,1
Q08570,R213939,0
Q12505,R960519,0
Q02661,R711973,0
Q03657,R146197,1
Q07434,R186501,0
Q08956,R282879,0
Q08724,R309113,0
Q08875,R826041,0
Q08089,R446020,0
Q27090,R002100,1
Q26458,R001466,1
Q26302,R001309,1
Q21479,R802316,0
Q16170,R825656,0
Q08067,R206752,0
Q28327,R003345,1
Q24273,R885830,0
Q06139,R797532,0
Q28003,R003020,1
Q04760,R885868,0
Q12515,R118625,1
Q13211,R278821,0
Q25624,R000628,1
Q16846,R439961,1
Q14609,R007247,0
Q07260,R399600,0
Q13065,R423274,1
Q00617,R665091,0
Q19585,R059278,0
Q10963,R824091,0
Q18761,R488913,0
Q15852,R939304,1
Q16741,R328120,1
Q07923,R385395,0
Q18193,R472476,1
Q07363,R285819,1
Q25088,R000090,1
Q09931,R322766,0
Q14145,R024015,0
Q16194,R819374,1
Q12939,R435585,0
Q12139,R246672,1
Q21570,R302172,0
Q13428,R091660,0
Q07832,R193153,0
Q16181,R167871,0
Q03363,R750719,1
Q13006,R930502,1
Q25035,R000035,1
Q02257,R560647,1
Q26634,R001642,1
Q29482,R004507,1
Q22482,R092494,0
Q27519,R002531,1
Q22545,R767336,1
Q24060,R445025,1
Q01901,R135915,0
Q29199,R004221,1
Q29850,R004876,1
Q29671,R004697,1
Q14765,R866332,0
Q26150,R001157,1
Q12066,R800874,1
Q22043,R603844,1
Q20355,R900134,0
Q18117,R538642,1
Q26392,R001400,1
Q03712,R389977,0
Q08780,R855618,1
Q01208,R471593,0
Q16957,R408897,0
Q01305,R181974,0
Q14851,R549128,0
Q06435,R952152,0
Q07015,R218990,0
Q30171,R005199,1
Q27346,R002358,1
Q07493,R405296,0
Q17184,R496714,0
Q13954,R273383,0
Q06127,R062031,0
Q30428,R005457,1
Q10185,R257623,0
Q08025,R551917,0
Q23653,R378717,1
Q09903,R611491,0
Q05077,R140835,1
Q20130,R692918,1
Q09374,R779577,1
Q29474,R004499,1
Q23083,R451033,0
Q28895,R003915,1
Q09519,R767524,0
Q04490,R196517,1
Q27065,R002074,1
Q25344,R000347,1
Q26888,R001897,1
Q30664,R005694,1
Q20893,R096218,1
Q29022,R004044,1
Q01838,R793997,0
Q17951,R017388,0
Q20296,R351899,0
Q06469,R805855,0
Q29845,R004871,1
Q22630,R246921,0
Q24622,R155610,0
Q26940,R001949,1
Q18653,R025004,0
Q17477,R348040,0
Q08913,R402214,0
Q03898,R770207,0
Q06993,R974247,0
Q00954,R168019,0
Q01816,R268987,0
Q04627,R079628,0
Q02557,R678778,0
Q10115,R085599,0
Q14283,R842544,0
Q28036,R003053,1
Q18240,R210279,0
Q25245,R000248,1
Q13752,R431319,0
Q18073,R338228,0
Q04930,R823600,0
Q14266,R900633,1
Q12187,R258331,0
Q05906,R952330,1
Q27654,R002666,1
Q25296,R000299,1
Q02059,R547560,0
Q16558,R326768,0
Q29393,R004417,1
Q08980,R193383,1
Q03322,R664714,1
Q12902,R392487,0
Q11165,R498660,0
Q21054,R031975,1
Q09675,R449924,1
Q20679,R636140,0
Q22797,R940257,0
Q24493,R102616,1
Q02045,R730309,0
Q17177,R694427,0
Q04831,R602013,0
Q29788,R004814,1
Q26436,R001444,1
Q04941,R673225,1
Q22747,R041963,0
Q03240,R682720,0
Q21274,R043967,1
Q03095,R639100,1
Q12554,R714984,1
Q18120,R566064,0
Q01517,R558869,1
Q26664,R001672,1
Q07920,R849963,0
Q07455,R390388,0
Q06006,R968451,0
Q10322,R063797,0
Q17034,R703517,0
Q00376,R824296,0
Q24775,R145105,0
Q14558,R473210,0
Q04219,R930539,0
Q14916,R031203,0
Q27258,R002270,1
Q20940,R389976,0
Q24125,R297888,0
Q28094,R003111,1
Q26034,R001040,1
Q15742,R664694,0
Q21039,R100368,0
Q26390,R001398,1
Q26771,R001780,1
Q21169,R673525,1
Q27864,R002879,1
Q01519,R891638,1
Q27430,R002442,1
Q11345,R753910,0
Q21717,R225304,0
Q07715,R345202,0
Q25904,R000910,1
Q24070,R912946,1
Q19900,R406877,0
Q11959,R891135,0
Q04042,R332313,0
Q28810,R003830,1
Q07212,R264028,0
Q04291,R364000,0
Q13487,R708598,0
Q13479,R531128,0
Q29432,R004456,1
Q27298,R002310,1
Q07792,R866979,0
Q29261,R004283,1
Q28612,R003631,1
Q21577,R432362,1
